Date,Adj Close,Close,High,Low,Open,Volume
2021-09-02,739.3665771484375,756.2000122070312,797.0,750.2999877929688,784.0,1630602
2021-09-03,745.5752563476562,762.5499877929688,784.2999877929688,753.0,763.5,871908
2021-09-06,799.6931762695312,817.9000244140625,824.9000244140625,767.25,772.8499755859375,2585800
2021-09-07,774.125244140625,791.75,821.0999755859375,785.0499877929688,820.5,1116188
2021-09-08,756.9658813476562,774.2000122070312,795.75,768.5,795.75,726451
2021-09-09,756.5748291015625,773.7999877929688,785.0,764.4500122070312,771.3499755859375,520119
2021-09-13,741.9087524414062,758.7999877929688,774.5499877929688,756.0,773.0,481247
2021-09-14,753.4459838867188,770.5999755859375,784.5,759.1500244140625,760.7999877929688,659522
2021-09-15,758.7745971679688,776.0499877929688,784.5499877929688,767.6500244140625,774.0,425673
2021-09-16,753.8859252929688,771.0499877929688,787.0,762.0,774.9000244140625,972972
2021-09-17,724.5050659179688,741.0,779.2999877929688,735.0,775.0,593116
2021-09-20,701.5769653320312,717.5499877929688,737.0,710.0,737.0,1011981
2021-09-21,708.61669921875,724.75,736.0,705.5499877929688,718.2000122070312,1065170
2021-09-22,733.989013671875,750.7000122070312,779.0,726.75,729.9500122070312,3025955
2021-09-23,828.4385986328125,847.2999877929688,888.6500244140625,760.0,760.0,7669511
2021-09-24,911.2529907226562,932.0,967.0,847.0,854.9000244140625,14671223
2021-09-27,927.6790771484375,948.7999877929688,976.0,904.0499877929688,936.0,5038193
2021-09-28,866.86376953125,886.5999755859375,953.0,866.3499755859375,948.7999877929688,3411212
2021-09-29,913.795166015625,934.5999755859375,949.0,881.0,881.0,2206118
2021-09-30,942.7365112304688,964.2000122070312,982.9500122070312,936.0,940.7000122070312,1499959
2021-10-01,895.8048706054688,916.2000122070312,989.5,908.8499755859375,960.0,3896753
2021-10-04,897.0759887695312,917.5,941.9500122070312,905.0,922.0,2019471
2021-10-05,866.9615478515625,886.7000122070312,924.0,882.25,921.9000244140625,1192687
2021-10-06,838.6069946289062,857.7000122070312,894.7000122070312,848.5999755859375,893.7000122070312,1449763
2021-10-07,916.5817260742188,937.4500122070312,952.0,867.0499877929688,867.0499877929688,5192469
2021-10-08,897.3692016601562,917.7999877929688,980.0,906.0,980.0,4095012
2021-10-11,941.2208251953125,962.6500244140625,997.4000244140625,912.5499877929688,916.0,4154112
2021-10-12,956.1314086914062,977.9000244140625,1004.0,936.0499877929688,960.0,3788357
2021-10-13,943.6653442382812,965.1500244140625,986.75,962.4000244140625,980.8499755859375,1098707
2021-10-14,935.0609741210938,956.3499755859375,1007.7000122070312,950.7000122070312,974.0499877929688,1731971
2021-10-18,945.3762817382812,966.9000244140625,984.0,943.0499877929688,960.0,1148392
2021-10-19,879.232177734375,899.25,982.7999877929688,871.0,975.6500244140625,1495246
2021-10-20,862.5617065429688,882.2000122070312,920.8499755859375,867.7999877929688,904.7999877929688,1373791
2021-10-21,866.1304321289062,885.8499755859375,921.0,875.2000122070312,890.0,1364744
2021-10-22,895.2181396484375,915.5999755859375,934.4500122070312,888.0499877929688,893.7999877929688,2179432
2021-10-25,887.787353515625,908.0,912.9000244140625,848.7999877929688,910.0,1633988
2021-10-26,919.4173583984375,940.3499755859375,951.25,899.0,907.8499755859375,1564628
2021-10-27,910.3243408203125,931.0499877929688,949.6500244140625,922.1500244140625,937.4000244140625,680198
2021-10-28,871.8991088867188,891.75,931.2000122070312,884.0,926.7000122070312,878249
2021-10-29,885.1473999023438,905.2999877929688,926.5499877929688,868.5,882.8499755859375,984476
2021-11-01,942.9807739257812,964.4500122070312,987.7000122070312,935.0,936.0,5039610
2021-11-02,950.3627319335938,972.0,996.0,945.2000122070312,963.4500122070312,2963014
2021-11-03,1012.4491577148438,1035.5,1051.9000244140625,974.25,978.3499755859375,6664796
2021-11-04,1008.9782104492188,1031.949951171875,1043.199951171875,1020.0,1037.75,371425
2021-11-08,983.0192260742188,1005.4000244140625,1031.949951171875,982.5,1031.949951171875,1594382
2021-11-09,991.4766845703125,1014.0499877929688,1031.199951171875,991.5999755859375,1012.0,1663582
2021-11-10,959.5535278320312,981.4000244140625,1008.9500122070312,975.0,1008.0,1026336
2021-11-11,935.9410400390625,957.25,985.9500122070312,949.0,985.0,1217830
2021-11-12,952.3671264648438,974.0499877929688,978.4500122070312,953.2000122070312,967.6500244140625,1114116
2021-11-15,941.4653930664062,962.9000244140625,983.0,950.0,980.5999755859375,797557
2021-11-16,948.4561157226562,970.0499877929688,991.7999877929688,957.75,962.9000244140625,1430064
2021-11-17,936.0388793945312,957.3499755859375,976.25,952.6500244140625,968.0,744125
2021-11-18,900.9869384765625,921.5,968.0,911.2999877929688,960.0,991855
2021-11-22,867.0591430664062,886.7999877929688,928.0,865.9000244140625,921.5,1275312
2021-11-23,869.8458862304688,889.6500244140625,897.0,870.5499877929688,886.5,1728578
2021-11-24,859.2862548828125,878.8499755859375,908.3499755859375,872.2999877929688,899.7000122070312,1388942
2021-11-25,860.4595947265625,880.0499877929688,890.75,867.0999755859375,872.0,1332338
2021-11-26,820.56787109375,839.25,874.5,825.0,868.0,1555190
2021-11-29,809.5682373046875,828.0,840.0,800.0,825.0,1333300
2021-11-30,814.2124633789062,832.75,855.7000122070312,819.5499877929688,826.0,1902499
2021-12-01,818.1234130859375,836.75,845.7000122070312,820.7999877929688,835.1500244140625,929203
2021-12-02,830.6871948242188,849.5999755859375,854.7999877929688,830.0,844.7000122070312,610249
2021-12-03,836.01611328125,855.0499877929688,877.7000122070312,850.7999877929688,851.0,1978358
2021-12-06,823.2566528320312,842.0,877.3499755859375,835.0999755859375,861.9000244140625,1472636
2021-12-07,845.5001220703125,864.75,869.0,847.4000244140625,849.0,957249
2021-12-08,859.8240356445312,879.4000244140625,884.9500122070312,870.0,874.0,870463
2021-12-09,857.18408203125,876.7000122070312,886.5999755859375,869.0,881.0,666664
2021-12-10,885.8318481445312,906.0,909.7999877929688,870.5999755859375,872.0,1159082
2021-12-13,868.7703247070312,888.5499877929688,914.1500244140625,885.0,904.0,1089715
2021-12-14,866.375,886.0999755859375,892.5,868.0,884.8499755859375,530972
2021-12-15,843.8869018554688,863.0999755859375,891.0,860.0,883.0,509026
2021-12-16,845.4512329101562,864.7000122070312,880.75,852.25,872.0,539890
2021-12-17,817.8302001953125,836.4500122070312,870.0,831.2000122070312,870.0,773519
2021-12-20,782.8759155273438,800.7000122070312,828.9500122070312,770.0,819.5499877929688,1264935
2021-12-21,800.2308349609375,818.4500122070312,831.9500122070312,801.0999755859375,813.0,809983
2021-12-22,829.2697143554688,848.1500244140625,852.0,822.3499755859375,828.1500244140625,768534
2021-12-23,847.1134643554688,866.4000244140625,877.9500122070312,848.25,856.5999755859375,992912
2021-12-24,823.6966552734375,842.4500122070312,876.0,838.0,864.5,571663
2021-12-27,844.5225830078125,863.75,867.9000244140625,825.6500244140625,835.0999755859375,657427
2021-12-28,845.5001220703125,864.75,883.5999755859375,854.25,865.0,671003
2021-12-29,846.9666137695312,866.25,875.5,858.75,860.2000122070312,402201
2021-12-30,827.8031616210938,846.6500244140625,870.25,841.0,870.25,486980
2021-12-31,842.6158447265625,861.7999877929688,869.4000244140625,851.0,852.0,505322
2022-01-03,868.5258178710938,888.2999877929688,901.5999755859375,862.0,862.0,1448481
2022-01-04,876.0545043945312,896.0,912.6500244140625,885.0999755859375,892.0,1290009
2022-01-05,903.2846069335938,923.8499755859375,934.0,883.0,896.0,1378550
2022-01-06,890.2318725585938,910.5,929.0,903.6500244140625,928.0,1259217
2022-01-07,890.6716918945312,910.9500122070312,931.5,905.0,917.0,1296506
2022-01-10,919.6616821289062,940.5999755859375,950.0,925.2999877929688,939.9500122070312,2259639
2022-01-11,911.8887329101562,932.6500244140625,951.75,913.4500122070312,935.0,1089743
2022-01-12,951.2916259765625,972.9500122070312,977.75,935.4500122070312,942.75,2374217
2022-01-13,924.5991821289062,945.6500244140625,969.0,942.8499755859375,969.0,855970
2022-01-14,952.269287109375,973.9500122070312,981.7999877929688,935.0999755859375,944.0,1247444
2022-01-17,953.9315185546875,975.6500244140625,982.75,951.5999755859375,975.0,707041
2022-01-18,920.6395263671875,941.5999755859375,997.8499755859375,933.1500244140625,984.0,1987220
2022-01-19,929.145751953125,950.2999877929688,964.0,923.0499877929688,940.0,1077245
2022-01-20,915.115234375,935.9500122070312,954.75,928.3499755859375,951.0499877929688,514439
2022-01-21,911.6442260742188,932.4000244140625,952.4500122070312,916.8499755859375,935.0,1017868
2022-01-24,873.7568359375,893.6500244140625,931.0,882.5,931.0,1496897
2022-01-25,881.7254028320312,901.7999877929688,910.0,855.0499877929688,878.0,1696400
2022-01-27,866.7659912109375,886.5,892.0,871.0,884.0,1212694
2022-01-28,873.8056640625,893.7000122070312,926.0,889.5,899.9000244140625,973619
2022-01-31,895.41357421875,915.7999877929688,926.9500122070312,893.7000122070312,895.0,825108
2022-02-01,947.1361694335938,968.7000122070312,974.0,920.25,927.4500122070312,2495695
2022-02-02,933.6434326171875,954.9000244140625,974.2999877929688,942.0999755859375,968.0,1017403
2022-02-03,928.5103149414062,949.6500244140625,965.7000122070312,915.2999877929688,959.0,983355
2022-02-04,924.9902954101562,946.0499877929688,998.9000244140625,938.0,960.0,3530406
2022-02-07,896.4892578125,916.9000244140625,938.5,905.5499877929688,928.0999755859375,1067062
2022-02-08,889.4984741210938,909.75,928.7000122070312,898.0499877929688,921.0,592290
2022-02-09,917.1685791015625,938.0499877929688,942.2999877929688,911.4000244140625,911.4000244140625,723669
2022-02-10,918.29296875,939.2000122070312,949.0,930.4000244140625,942.4000244140625,484049
2022-02-11,891.796142578125,912.0999755859375,934.0,909.0,929.7999877929688,412521
2022-02-14,847.1624755859375,866.4500122070312,902.5499877929688,861.0,900.0,1320077
2022-02-15,880.9920654296875,901.0499877929688,914.25,851.8499755859375,871.0,831729
2022-02-16,884.2675170898438,904.4000244140625,932.2999877929688,900.5999755859375,913.0,700381
2022-02-17,877.9610595703125,897.9500122070312,915.0499877929688,892.4500122070312,910.0,388033
2022-02-18,871.5079956054688,891.3499755859375,910.0,887.3499755859375,889.0,310326
2022-02-21,872.6812744140625,892.5499877929688,904.5499877929688,874.4500122070312,883.3499755859375,484643
2022-02-22,872.1436157226562,892.0,898.9000244140625,865.0,872.0,911522
2022-02-23,912.0841064453125,932.8499755859375,939.7000122070312,897.6500244140625,897.6500244140625,1685020
2022-02-24,839.438232421875,858.5499877929688,914.75,841.5,900.0,1124077
2022-02-25,879.1832885742188,899.2000122070312,912.0,880.0,880.0,822320
2022-02-28,887.0052490234375,907.2000122070312,911.8499755859375,876.0999755859375,889.2000122070312,490295
2022-03-02,871.3126220703125,891.1500244140625,901.1500244140625,888.0,894.0,492731
2022-03-03,850.8287963867188,870.2000122070312,911.4000244140625,861.0,904.9000244140625,918318
2022-03-04,826.483154296875,845.2999877929688,874.0499877929688,841.9000244140625,863.0,702235
2022-03-07,779.6005249023438,797.3499755859375,833.0,786.0,833.0,1124903
2022-03-08,813.919189453125,832.4500122070312,838.9500122070312,788.2999877929688,796.5,778796
2022-03-09,856.059814453125,875.5499877929688,878.3499755859375,828.2999877929688,835.0,694712
2022-03-10,884.120849609375,904.25,924.5,880.0,886.0,1329937
2022-03-11,896.0493774414062,916.4500122070312,923.0,900.5,900.5,658386
2022-03-14,877.9121704101562,897.9000244140625,917.9500122070312,896.0,911.0,241599
2022-03-15,869.8458862304688,889.6500244140625,918.0,867.0,904.0,1063003
2022-03-16,905.9244384765625,926.5499877929688,930.9000244140625,897.8499755859375,901.25,1040788
2022-03-17,892.578369140625,912.9000244140625,939.9000244140625,910.7999877929688,932.0,1033682
2022-03-21,890.622802734375,910.9000244140625,929.7000122070312,907.5999755859375,923.0,500325
2022-03-22,893.2138061523438,913.5499877929688,917.9500122070312,888.6500244140625,914.0,1403285
2022-03-23,902.3067626953125,922.8499755859375,935.0,903.0,916.0,1261759
2022-03-24,909.8843383789062,930.5999755859375,953.0,906.0,918.7000122070312,1689476
2022-03-25,900.3512573242188,920.8499755859375,950.0,916.2999877929688,935.0,836147
2022-03-28,922.4481811523438,943.4500122070312,950.0,917.2999877929688,923.0,1331881
2022-03-29,920.5416870117188,941.5,955.4500122070312,937.8499755859375,947.7000122070312,576443
2022-03-30,914.5286865234375,935.3499755859375,961.7000122070312,930.0,945.0,1075771
2022-03-31,918.9284057617188,939.8499755859375,944.3499755859375,931.0499877929688,936.0,496394
2022-04-01,963.611083984375,985.5499877929688,989.5999755859375,939.4500122070312,948.0,1477483
2022-04-04,957.0112915039062,978.7999877929688,993.0499877929688,966.2999877929688,988.75,711565
2022-04-05,956.0824584960938,977.8499755859375,991.0499877929688,974.3499755859375,985.0,571303
2022-04-06,966.5931396484375,988.5999755859375,1007.3499755859375,970.0,970.0,1510961
2022-04-07,958.3311767578125,980.1500244140625,1016.0,974.9000244140625,996.0,1105004
2022-04-08,936.5765991210938,957.9000244140625,977.7999877929688,941.75,948.0999755859375,1214949
2022-04-11,978.9126586914062,1001.2000122070312,1015.0,960.9500122070312,965.5499877929688,1729168
2022-04-12,974.3174438476562,996.5,1006.25,960.7999877929688,1003.5,1238177
2022-04-13,975.2951049804688,997.5,1021.5,990.25,999.0,1115900
2022-04-18,974.8063354492188,997.0,1003.7999877929688,962.6500244140625,993.5,714099
2022-04-19,940.5363159179688,961.9500122070312,1009.0,937.0,1009.0,421519
2022-04-20,942.6384887695312,964.0999755859375,986.7999877929688,958.0,968.0,407690
2022-04-21,960.0423583984375,981.9000244140625,987.2000122070312,962.0999755859375,975.7999877929688,436086
2022-04-22,944.8385620117188,966.3499755859375,986.4000244140625,955.9000244140625,968.0,483836
2022-04-25,896.3427124023438,916.75,956.0,912.0,956.0,716573
2022-04-26,934.3278198242188,955.5999755859375,965.0,925.0,930.0,740261
2022-04-27,948.4072875976562,970.0,976.6500244140625,937.0999755859375,940.0,725322
2022-04-28,943.5184326171875,965.0,974.75,944.4500122070312,971.0,691635
2022-04-29,938.874267578125,960.25,985.0,955.0,965.0,384555
2022-05-02,927.8258056640625,948.9500122070312,962.0,941.0,944.5,371226
2022-05-04,895.8048706054688,916.2000122070312,959.0,906.5499877929688,959.0,653874
2022-05-05,884.2675170898438,904.4000244140625,931.5999755859375,901.0,913.0,677296
2022-05-06,856.0108032226562,875.5,901.5,867.8499755859375,901.5,1022364
2022-05-09,848.8734130859375,868.2000122070312,880.0499877929688,852.5,862.0,633871
2022-05-10,824.9675903320312,843.75,880.5999755859375,836.4000244140625,873.4500122070312,576034
2022-05-11,834.4027099609375,853.4000244140625,860.0,822.6500244140625,841.7999877929688,890973
2022-05-12,806.4884643554688,824.8499755859375,846.7999877929688,812.0,846.7999877929688,502448
2022-05-13,803.6529541015625,821.9500122070312,865.9500122070312,810.0999755859375,832.0,988511
2022-05-16,793.3378295898438,811.4000244140625,845.1500244140625,804.0,825.5999755859375,753860
2022-05-17,815.1414184570312,833.7000122070312,840.2000122070312,805.0499877929688,811.4000244140625,868947
2022-05-18,800.9152221679688,819.1500244140625,864.6500244140625,816.0,839.0,704981
2022-05-19,774.5652465820312,792.2000122070312,807.0,785.4000244140625,801.25,686101
2022-05-20,781.5559692382812,799.3499755859375,821.0,789.9000244140625,805.0,922121
2022-05-23,770.31201171875,787.8499755859375,822.2000122070312,782.5999755859375,816.0,1090013
2022-05-24,770.4097900390625,787.9500122070312,798.8499755859375,771.1500244140625,795.4000244140625,1054260
2022-05-25,746.1619262695312,763.1500244140625,795.7000122070312,755.0,787.9500122070312,909329
2022-05-26,751.3928833007812,768.5,780.0,730.0,760.5,720584
2022-05-27,739.611083984375,756.4500122070312,781.7999877929688,746.0,776.0,1219553
2022-05-30,777.6940307617188,795.4000244140625,807.0,759.4000244140625,769.8499755859375,1095792
2022-05-31,787.8135375976562,805.75,815.2000122070312,786.1500244140625,795.0,1477286
2022-06-01,777.7427978515625,795.4500122070312,826.7999877929688,782.4000244140625,813.7999877929688,1409228
2022-06-02,767.7699584960938,785.25,803.9500122070312,780.25,793.0,795563
2022-06-03,746.992919921875,764.0,794.9000244140625,759.2000122070312,790.0,550284
2022-06-06,746.9441528320312,763.9500122070312,771.9000244140625,746.8499755859375,761.4500122070312,565389
2022-06-07,749.5350341796875,766.5999755859375,769.9500122070312,747.8499755859375,762.9500122070312,578383
2022-06-08,763.5656127929688,780.9500122070312,794.0,755.1500244140625,766.5999755859375,1530919
2022-06-09,777.1561889648438,794.8499755859375,800.0,772.5,776.7999877929688,823092
2022-06-10,775.20068359375,792.8499755859375,799.0,775.0,778.0,566272
2022-06-13,755.939208984375,773.1500244140625,783.4000244140625,751.5,779.75,860021
2022-06-14,771.9740600585938,789.5499877929688,801.0,763.0,773.2999877929688,604302
2022-06-15,767.08544921875,784.5499877929688,800.9500122070312,780.9000244140625,789.9000244140625,335379
2022-06-16,742.4953002929688,759.4000244140625,799.9000244140625,754.25,799.9000244140625,459229
2022-06-17,740.0997924804688,756.9500122070312,771.5,744.0,760.0,770810
2022-06-20,724.5050659179688,741.0,766.2000122070312,725.9500122070312,755.0,706981
2022-06-21,750.6596069335938,767.75,774.9500122070312,745.0,745.0,299794
2022-06-22,740.2465209960938,757.0999755859375,763.2999877929688,746.0,759.2000122070312,408788
2022-06-23,733.0113525390625,749.7000122070312,757.6500244140625,737.2999877929688,747.0,940241
2022-06-24,741.8109741210938,758.7000122070312,765.75,750.0,754.9000244140625,407039
2022-06-27,737.1177368164062,753.9000244140625,771.9500122070312,751.1500244140625,770.0,572430
2022-06-28,730.9580078125,747.5999755859375,755.4500122070312,737.4000244140625,746.0,695308
2022-06-29,723.4781494140625,739.9500122070312,746.4500122070312,735.0,741.0,372132
2022-06-30,721.2294921875,737.6500244140625,746.7000122070312,726.5499877929688,744.5999755859375,897807
2022-07-01,725.5804443359375,742.0999755859375,751.0,731.3499755859375,734.3499755859375,563385
2022-07-04,750.1217041015625,767.2000122070312,778.5,737.0,740.0,769700
2022-07-05,748.7527465820312,765.7999877929688,781.4000244140625,761.4000244140625,769.3499755859375,523831
2022-07-06,766.547607421875,784.0,791.5,763.0999755859375,768.0,586418
2022-07-07,778.12939453125,792.7999877929688,809.7999877929688,784.0,784.2999877929688,851257
2022-07-08,788.4349975585938,803.2999877929688,807.0,780.2000122070312,787.0,818119
2022-07-11,806.838134765625,822.0499877929688,835.5,798.0499877929688,803.25,769256
2022-07-12,822.0512084960938,837.5499877929688,854.0499877929688,815.3499755859375,820.4500122070312,1010373
2022-07-13,824.7503662109375,840.2999877929688,854.7000122070312,832.1500244140625,841.0,531107
2022-07-14,818.615966796875,834.0499877929688,847.75,825.6500244140625,846.9000244140625,372659
2022-07-15,832.35693359375,848.0499877929688,852.5999755859375,830.0999755859375,832.5,583955
2022-07-18,841.1903686523438,857.0499877929688,884.75,846.0499877929688,870.0,1874410
2022-07-19,882.1677856445312,898.7999877929688,905.0999755859375,856.9500122070312,859.5499877929688,1503871
2022-07-20,880.9901123046875,897.5999755859375,905.9000244140625,884.0,905.0,765704
2022-07-21,877.5057373046875,894.0499877929688,905.0,888.7000122070312,893.3499755859375,405934
2022-07-22,877.1622314453125,893.7000122070312,909.9000244140625,888.8499755859375,896.9000244140625,560065
2022-07-25,863.61767578125,879.9000244140625,895.0,876.0999755859375,890.7000122070312,296716
2022-07-26,869.801025390625,886.2000122070312,893.9000244140625,867.25,875.0999755859375,829797
2022-07-27,870.4880981445312,886.9000244140625,900.9000244140625,878.0,880.0,568938
2022-07-28,880.8919067382812,897.5,913.7999877929688,887.7000122070312,891.0,1856980
2022-07-29,893.307861328125,910.1500244140625,920.75,900.0,901.0,794917
2022-08-01,916.912841796875,934.2000122070312,939.0499877929688,904.0,916.9000244140625,1385430
2022-08-02,899.7857055664062,916.75,939.7999877929688,913.8499755859375,930.0,404968
2022-08-03,890.26513671875,907.0499877929688,922.0,895.6500244140625,917.0,297079
2022-08-04,879.9103393554688,896.5,916.0,878.2000122070312,907.3499755859375,342025
2022-08-05,880.25390625,896.8499755859375,905.25,889.0,894.0999755859375,442922
2022-08-08,878.9290161132812,895.5,911.5,889.0499877929688,890.0999755859375,291278
2022-08-10,893.1605834960938,910.0,926.9500122070312,895.0,895.5,1041834
2022-08-11,919.7100219726562,937.0499877929688,942.6500244140625,912.5999755859375,913.0,863045
2022-08-12,923.29248046875,940.7000122070312,951.0,927.5499877929688,935.9500122070312,652336
2022-08-16,940.8612670898438,958.5999755859375,966.5499877929688,947.0,950.0,1129397
2022-08-17,939.0946044921875,956.7999877929688,969.4500122070312,940.25,967.5,456355
2022-08-18,960.540283203125,978.6500244140625,994.7000122070312,952.9000244140625,956.0,1060074
2022-08-19,944.4927368164062,962.2999877929688,986.1500244140625,955.0,985.0,781693
2022-08-22,919.2684326171875,936.5999755859375,951.8499755859375,924.4000244140625,950.0,517944
2022-08-23,933.5982055664062,951.2000122070312,962.5,922.3499755859375,924.0,592825
2022-08-24,946.9955444335938,964.8499755859375,969.0,948.0,951.0,461626
2022-08-25,954.84765625,972.8499755859375,988.5999755859375,957.0499877929688,974.5,1005532
2022-08-26,950.3328247070312,968.25,986.0,964.0499877929688,975.0,313064
2022-08-29,938.947509765625,956.6500244140625,965.0,942.7000122070312,944.0,403909
2022-08-30,988.2183837890625,1006.8499755859375,1017.9500122070312,959.2999877929688,960.0,1752385
2022-09-01,1016.8290405273438,1036.0,1039.5999755859375,990.0,990.0,1275556
2022-09-02,1004.3640747070312,1023.2999877929688,1044.699951171875,1019.5999755859375,1036.0,663653
2022-09-05,1021.0493774414062,1040.300048828125,1045.0,1016.0499877929688,1030.0,526676
2022-09-06,1007.013916015625,1026.0,1056.300048828125,1020.4500122070312,1043.6500244140625,1049263
2022-09-07,1000.1434936523438,1019.0,1030.75,1000.0499877929688,1020.0,970132
2022-09-08,1010.7438354492188,1029.800048828125,1050.0,1023.0,1028.0,783262
2022-09-09,1000.5853881835938,1019.4500122070312,1057.699951171875,1014.2000122070312,1034.449951171875,883195
2022-09-12,1039.5015869140625,1059.0999755859375,1067.800048828125,1022.1500244140625,1031.0,1814243
2022-09-13,1033.808837890625,1053.300048828125,1068.0,1049.199951171875,1063.300048828125,1024665
2022-09-14,1050.985107421875,1070.800048828125,1079.800048828125,1035.0,1039.5,1334953
2022-09-15,1056.7757568359375,1076.699951171875,1088.949951171875,1068.3499755859375,1070.800048828125,681087
2022-09-16,1003.1862182617188,1022.0999755859375,1083.199951171875,1010.0,1074.550048828125,731209
2022-09-19,995.3834228515625,1014.1500244140625,1034.949951171875,1002.2999877929688,1025.0,588235
2022-09-20,1019.9696044921875,1039.199951171875,1051.300048828125,1016.0,1025.0,781540
2022-09-21,988.5127563476562,1007.1500244140625,1043.199951171875,1004.0,1038.0,516045
2022-09-22,988.6600341796875,1007.2999877929688,1015.0,991.9500122070312,1005.0,721823
2022-09-23,952.3446655273438,970.2999877929688,1009.3499755859375,958.75,1009.0,580944
2022-09-26,896.5958862304688,913.5,957.9500122070312,896.0499877929688,953.0,1593388
2022-09-27,900.3255004882812,917.2999877929688,923.8499755859375,895.0,912.0,861750
2022-09-28,885.1123046875,901.7999877929688,925.2000122070312,878.2999877929688,911.7999877929688,654982
2022-09-29,890.1180419921875,906.9000244140625,913.4000244140625,885.0,911.9000244140625,740877
2022-09-30,900.8162841796875,917.7999877929688,931.2999877929688,890.0999755859375,890.0999755859375,719170
2022-10-03,894.240234375,911.0999755859375,935.0,906.6500244140625,924.0,878131
2022-10-04,913.624755859375,930.8499755859375,957.4500122070312,919.6500244140625,927.0,575566
2022-10-06,928.4944458007812,946.0,959.5499877929688,933.2000122070312,939.7000122070312,741635
2022-10-07,924.6176147460938,942.0499877929688,948.0,931.0999755859375,946.0,648972
2022-10-10,914.1155395507812,931.3499755859375,951.9000244140625,928.0,936.0,485677
2022-10-11,877.99658203125,894.5499877929688,929.0999755859375,889.0,928.0,1032483
2022-10-12,889.3818969726562,906.1500244140625,912.2999877929688,889.0,900.5,852795
2022-10-13,882.5114135742188,899.1500244140625,915.7999877929688,890.75,908.0,377775
2022-10-14,883.689208984375,900.3499755859375,928.9000244140625,892.4500122070312,915.0,741979
2022-10-17,841.7302856445312,857.5999755859375,890.5,833.2999877929688,885.0499877929688,3499997
2022-10-18,847.8154296875,863.7999877929688,877.0,850.0,870.0,1207767
2022-10-19,857.4832763671875,873.6500244140625,884.0,855.0,861.0,843609
2022-10-20,844.7237548828125,860.6500244140625,874.4500122070312,846.5,868.1500244140625,576756
2022-10-21,851.49609375,867.5499877929688,879.5999755859375,831.2999877929688,850.0999755859375,1157495
2022-10-24,852.232177734375,868.2999877929688,878.0,858.9500122070312,874.8499755859375,103003
2022-10-25,850.367431640625,866.4000244140625,872.0499877929688,856.0,871.0,596256
2022-10-27,868.0343627929688,884.4000244140625,888.0,861.5999755859375,866.9000244140625,511441
2022-10-28,888.2041015625,904.9500122070312,907.9000244140625,879.7999877929688,884.0,711293
2022-10-31,907.53955078125,924.6500244140625,927.5499877929688,906.5499877929688,907.0,549586
2022-11-01,913.134033203125,930.3499755859375,932.9000244140625,915.0999755859375,927.5,354163
