Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_20,RSI,MACD,MACD_Signal,MACD_Histogram,BB_High,BB_Low,BB_Middle,Daily_Return,RSI_Signal
2021-09-06,799.693115234375,817.9000244140625,824.9000244140625,767.25,772.8499755859375,2585800,704.0025024414062,,,717.5760598622214,74.88028852548636,20.736671089842275,,,785.8102310169432,622.1947738658693,704.0025024414062,0.07258545342226297,SELL
2021-09-07,774.1251220703125,791.75,821.0999755859375,785.0499877929688,820.5,1116188,708.6075012207032,,,724.640244637248,66.76148382223278,23.934266730240324,,,798.8505965367594,618.3644059046469,708.6075012207032,-0.031972152626839945,HOLD
2021-09-08,756.9658203125,774.2000122070312,795.75,768.5,795.75,726451,712.3275024414063,,,729.3602225010368,61.909997872016675,24.766751277207277,12.970566175084407,11.79618510212287,806.8442927849059,617.8107120979067,712.3275024414063,-0.02216607236244872,HOLD
2021-09-09,756.57470703125,773.7999877929688,785.0,764.4500122070312,771.3499755859375,520119,716.3800018310546,,,733.5925811002684,61.79976022118131,25.104829800607035,15.397418900188935,9.7074109004181,814.0879862658776,618.6720173962317,716.3800018310546,-0.0005166938875680316,HOLD
2021-09-13,741.9086303710938,758.7999877929688,774.5499877929688,756.0,773.0,481247,719.8125,,,735.9932864995733,57.6541436531665,23.88703001352019,17.095341122855185,6.791688890665004,818.4127573340403,621.2122426659597,719.8125,-0.019384854273237995,HOLD
2021-09-14,753.4459838867188,770.5999755859375,784.5,759.1500244140625,760.7999877929688,659522,723.7599975585938,,,739.2891616506556,59.93124902781228,23.602006072494987,18.396674112783145,5.205331959711842,823.8446034053038,623.6753917118838,723.7599975585938,0.015550853957299049,HOLD
2021-09-15,758.7747192382812,776.0499877929688,784.5499877929688,767.6500244140625,774.0,425673,727.8399963378906,,,742.7901927118284,60.97504407095997,23.544486795358125,19.426236649298144,4.118250146059982,829.4538553080896,626.2261373676916,727.8399963378906,0.007072427173238971,HOLD
2021-09-16,753.885986328125,771.0499877929688,787.0,762.0,774.9000244140625,972972,731.5824951171875,,,745.4816017671751,59.4450754604821,22.832248195944885,20.107438958627494,2.724809237317391,833.7713110390521,629.3936791953229,731.5824951171875,-0.006442883936149113,HOLD
2021-09-17,724.5049438476562,741.0,779.2999877929688,735.0,775.0,593116,734.404995727539,,,745.0547825512537,51.13989277453724,19.616879917239658,20.00932715034993,-0.3924472331102713,834.3350442181406,634.4749472369374,734.404995727539,-0.03897281404411013,HOLD
2021-09-20,701.576904296875,717.5499877929688,737.0,710.0,737.0,1011981,737.4649963378906,,,742.4352782885599,45.766324188429905,15.003506304391294,19.008162981158204,-4.00465667676691,831.2032553414923,643.7267373342889,737.4649963378906,-0.0316464402254133,HOLD
2021-09-21,708.61669921875,724.75,736.0,705.5499877929688,718.2000122070312,1065170,740.4974975585938,,,740.7509660706017,47.58734125929894,11.792419617912628,17.56501430850909,-5.772594690596463,828.2809009945489,652.7140941226386,740.4974975585938,0.01003416114489375,HOLD
2021-09-22,733.989013671875,750.7000122070312,779.0,726.75,729.9500122070312,3025955,744.3349975585937,,,741.6984942740712,53.63052959439046,11.21231085592865,16.294473617993003,-5.082162762064353,826.6886556042854,661.9813395129021,744.3349975585937,0.035805466998318325,HOLD
2021-09-23,828.4385986328125,847.2999877929688,888.6500244140625,760.0,760.0,7669511,752.9299957275391,,,751.755779371109,68.28843114027202,18.3360150252646,16.702781899447324,1.6332331258172772,840.4318857512155,665.4281057038627,752.9299957275391,0.12867986414698063,HOLD
2021-09-24,911.2532348632812,932.0,967.0,847.0,854.9000244140625,14671223,766.2424957275391,,,768.9218956214795,75.5781316995568,30.465003424874908,19.455226204532842,11.009777220342066,875.0580878443525,657.4269036107257,766.2424957275391,0.09996460926153938,SELL
2021-09-27,927.67919921875,948.7999877929688,976.0,904.0499877929688,936.0,5038193,779.7674957275391,,,786.0531424949547,76.72117628030121,40.96076255420951,23.75633347446818,17.20442907974133,907.155883068035,652.3791083870432,779.7674957275391,0.01802573797528839,SELL
2021-09-28,866.86376953125,886.5999755859375,953.0,866.3499755859375,948.7999877929688,3411212,789.1874938964844,,,795.6290313607626,64.6553998694219,43.755322008777284,27.75613118133,15.999190827447283,918.8980973341597,659.4768904588091,789.1874938964844,-0.06555650612065933,HOLD
2021-09-29,913.7952880859376,934.5999755859376,949.0,881.0,881.0,2206118,800.7374938964844,,,808.8643593822078,68.74095584611455,49.27521534772609,32.05994801460922,17.21526733311687,938.7778646300903,662.6971231628784,800.7374938964844,0.054139410468940996,HOLD
2021-09-30,942.7363891601562,964.2000122070312,982.9500122070312,936.0,940.7000122070312,1499959,810.0199951171875,,,823.6582310798101,70.96948598750019,55.3996336731127,36.727885146309916,18.671748526802787,964.7973401315287,655.2426501028463,810.0199951171875,0.03167134324237075,SELL
2021-10-01,895.804931640625,916.2000122070312,989.5,908.8499755859376,960.0,3896753,818.0199951171875,745.7309985351562,,832.4717340443074,63.11192246977867,55.73757243319483,40.5298226036869,15.207749829507925,977.3170372223015,658.7229530120735,818.0199951171875,-0.04978220223222063,HOLD
2021-10-04,897.075927734375,917.5,941.9500122070312,905.0,922.0,2019471,825.7674957275391,750.5069982910156,,840.5696641353258,63.23065912359987,55.470855987305754,43.51802928041067,11.952826706895081,988.5536207271716,662.9813707279066,825.7674957275391,0.0014188908269463507,HOLD
2021-10-05,866.961669921875,886.7000122070312,924.0,882.25,921.9000244140624,1192687,829.2074951171875,754.3109985351563,,844.9630306183453,58.43173871907454,52.172764520719284,45.248976328472395,6.923788192246889,994.0776349276574,664.3373553067175,829.2074951171875,-0.03356946898416213,HOLD
2021-10-06,838.6070556640625,857.7000122070312,894.7000122070312,848.5999755859375,893.7000122070312,1449763,832.504995727539,757.3949987792969,,846.1760764839345,54.25633540268494,46.68083799253088,45.5353486612841,1.145489331246786,996.8838899869755,668.1261014681025,832.504995727539,-0.03270553693556166,HOLD
2021-10-07,916.5818481445312,937.4500122070312,952.0,867.0499877929688,867.0499877929688,5192469,840.6674957275391,762.0429992675781,,854.8688322670866,62.2460216027459,48.20789455315207,46.06985783965769,2.1380367134943796,1008.8243044777822,672.5106869772959,840.6674957275391,0.09298122754456717,HOLD
2021-10-08,897.369384765625,917.7999877929688,980.0,906.0,980.0,4095012,847.8674957275391,766.3919995117187,,860.862275650504,59.48892504466315,47.28740535760926,46.31336734324801,0.9740380143612484,1016.2865679017873,679.4484235532909,847.8674957275391,-0.0209611436963989,HOLD
2021-10-11,941.220947265625,962.6500244140624,997.4000244140624,912.5499877929688,916.0,4154112,858.0599975585938,771.8190002441406,,870.556346961319,63.46648080729359,49.605117252725904,46.97171732514359,2.6333999275823174,1028.3475105539098,687.7724845632775,858.0599975585938,0.04886689607497652,HOLD
2021-10-12,956.1314086914062,977.9000244140624,1004.0,936.0499877929688,960.0,3788357,868.425,777.9290002441406,,880.7795543377707,64.73438291073832,52.072212130635194,47.99181628624191,4.080395844393287,1041.3717527834533,695.4782472165465,868.425,0.015841686608050853,HOLD
2021-10-13,943.665283203125,965.1500244140624,986.75,962.4000244140624,980.8499755859376,1098707,877.8800018310546,782.4470007324219,,888.8148372021794,62.7728697716123,52.394611683064,48.87237536560633,3.5222363174576685,1050.2676712084506,705.4923324536587,877.8800018310546,-0.013038142633895022,HOLD
2021-10-14,935.0611572265624,956.3499755859376,1007.7000122070312,950.7000122070312,974.0499877929688,1731971,887.1450012207031,787.1809997558594,,895.2467551434897,61.39021130327941,51.348116136050294,49.367523519695126,1.9805926163551675,1055.4397565607092,718.850245880697,887.1450012207031,-0.009117804077627412,HOLD
2021-10-18,945.3762817382812,966.9000244140624,984.0,943.0499877929688,960.0,1148392,898.4400024414062,792.1509997558594,,902.0708760264014,62.45783049376702,50.784647837516104,49.650948383259326,1.133699454256778,1055.9624355523906,740.9175693304218,898.4400024414062,0.011031577453286312,HOLD
2021-10-19,879.2322387695312,899.25,982.7999877929688,871.0,975.6500244140624,1495246,907.5250030517578,796.0690002441406,,901.8022211667441,52.443754285252936,44.367858501217825,48.59433040685103,-4.226471905633204,1041.4617781665515,773.588227936964,907.5250030517578,-0.06996589379037199,HOLD
2021-10-20,862.5617065429688,882.2000122070312,920.8499755859376,867.7999877929688,904.7999877929688,1373791,915.3975036621093,799.7510009765625,,899.9353441229619,50.2567038568051,37.47472984113233,46.370410293707295,-8.895680452574965,1020.9346314838101,809.8603758404086,915.3975036621093,-0.018960231073637757,HOLD
2021-10-21,866.1304931640625,885.8499755859375,921.0,875.2000122070312,890.0,1364744,922.1550018310547,803.475,,898.5938804527691,50.73039279292545,31.938233185067702,43.48397487197938,-11.545741686911676,997.6863778783912,846.6236257837182,922.1550018310547,0.0041373422448443,HOLD
2021-10-22,895.2181396484375,915.5999755859376,934.4500122070312,888.0499877929688,893.7999877929688,2179432,925.5700012207031,807.7909997558594,,900.2135085606899,54.53103426876292,29.609773033620172,40.70913450430754,-11.09936147068737,992.9961010097713,858.143901431635,925.5700012207031,0.03358356473433588,HOLD
2021-10-25,887.7874145507812,908.0,912.9000244140624,848.7999877929688,910.0,1633988,924.3700012207031,812.0959997558593,,900.9550791739575,53.39782202688985,26.8417817225411,37.935663947954254,-11.093882225413154,992.1489872302632,856.591015211143,924.3700012207031,-0.00830054149037518,HOLD
2021-10-26,919.4171752929688,940.3499755859376,951.25,899.0,907.8499755859376,1564628,923.9475006103515,817.0999987792969,,904.7069740703365,57.45106518556829,26.947863144106122,35.73810378718463,-8.790240643078505,991.2155018054193,856.6794994152838,923.9475006103515,0.0356277264162308,HOLD
2021-10-27,910.3241577148438,931.0499877929688,949.6500244140624,922.1500244140624,937.4000244140624,680198,926.1700012207032,821.887998046875,,907.215832520111,55.94463843115962,25.981997845390424,33.786882598825784,-7.80488475343536,991.2572310639957,861.0827713774106,926.1700012207032,-0.00988992187421922,HOLD
2021-10-28,871.899169921875,891.75,931.2000122070312,884.0,926.7000122070312,878249,924.0275024414062,825.8339978027344,,905.7428960896243,49.98053022252033,21.7941328689476,31.38833265285015,-9.59419978390255,990.666235081241,857.3887698015715,924.0275024414062,-0.04221039504670254,HOLD
2021-10-29,885.1474609375,905.2999877929688,926.5499877929688,868.5,882.8499755859375,984476,921.0825012207031,830.0159973144531,,905.7007143470856,51.88510385531144,19.345586596028966,28.979783441485914,-9.634196845456948,985.5294283149505,856.6355741264557,921.0825012207031,0.015194827914739362,HOLD
2021-11-01,942.9807739257812,964.4500122070312,987.7000122070312,935.0,936.0,5039610,923.4950012207031,835.6139978027344,,911.2958855718424,59.19017034891918,21.925267827245534,27.568880318637838,-5.643612491392304,990.5882665230222,856.401735918384,923.4950012207031,0.06533748504544268,HOLD
2021-11-02,950.3627319335938,972.0,996.0,945.2000122070312,963.4500122070312,2963014,926.2200012207031,841.9269982910156,,917.0772298030955,60.024456439537204,24.298803227469648,26.914864900404204,-2.6160616729345563,996.4707145431745,855.9692878982318,926.2200012207031,0.00782828316388473,HOLD
2021-11-03,1012.4491577148438,1035.5,1051.9000244140625,974.25,978.3499755859376,6664796,933.6600006103515,849.3549987792969,,928.3555888694674,66.27010289440042,30.94702836180511,27.721297592684387,3.225730769120723,1016.0602802151967,851.2597210055063,933.6600006103515,0.06532921810699599,HOLD
2021-11-04,1008.978271484375,1031.949951171875,1043.199951171875,1020.0,1037.75,371425,942.3724975585938,856.5149975585938,,938.2217186125538,65.65254191242764,35.51988429145615,29.28101493243874,6.238869359017411,1027.6037980021222,857.1411971150653,942.3724975585938,-0.0034283426635682845,HOLD
2021-11-08,983.0191040039062,1005.4000244140624,1031.949951171875,982.5,1031.949951171875,1594382,945.7699981689453,863.1149975585937,,944.6196524984117,61.069044275022186,36.57987829222384,30.74078760439576,5.8390906878280795,1035.2565904026524,856.2834059352383,945.7699981689453,-0.025727920940024962,HOLD
2021-11-09,991.4766845703124,1014.0499877929688,1031.199951171875,991.5999755859376,1012.0,1663582,950.5824981689453,870.0809973144532,,951.2320653836076,61.9998653894093,37.68351878125986,32.129333839768584,5.554184941491279,1043.8089786620255,857.3560176758651,950.5824981689453,0.008603504245931815,HOLD
2021-11-10,959.553466796875,981.4000244140624,1008.9500122070312,975.0,1008.0,1026336,951.5199981689453,876.142998046875,,954.105204338889,56.50783488011959,35.5141970853922,32.80630648889331,2.707890596498885,1045.5863576550287,857.453638682862,951.5199981689453,-0.03219758766524661,HOLD
2021-11-11,935.9410400390624,957.25,985.9500122070312,949.0,985.0,1217830,950.4874969482422,881.3239978027344,,954.4047086875662,52.78341017470617,31.483368201349776,32.54171883138461,-1.0583506300348304,1043.8234556090938,857.1515382873906,950.4874969482422,-0.02460772754563667,HOLD
2021-11-12,952.3671264648438,974.0499877929688,978.4500122070312,953.2000122070312,967.6500244140624,1114116,950.9324951171875,886.732998046875,,956.2756876499855,55.005131548874196,29.3066965269511,31.89471437049791,-2.588017843546808,1044.6280090881517,857.2369811462235,950.9324951171875,0.017550261470847373,HOLD
2021-11-15,941.4654541015624,962.9000244140624,983.0,950.0,980.5999755859376,797557,951.2599975585938,890.4199987792969,,956.9065768656118,53.21542563103514,26.377891765763593,30.791349849551047,-4.413458083787454,1045.074681054596,857.4453140625916,951.2599975585938,-0.011447013519470639,HOLD
2021-11-16,948.4560546875,970.0499877929688,991.7999877929688,957.75,962.9000244140624,1430064,951.4174957275391,894.6969982910156,,958.1583302872649,54.243550453078285,24.35300885470872,29.503681650582582,-5.150672795873863,1045.3471836614176,857.4878077936605,951.4174957275391,0.007425447292160214,HOLD
2021-11-17,936.0388793945312,957.3499755859376,976.25,952.6500244140624,968.0,744125,954.3224945068359,898.592998046875,,958.0813441252337,52.055318893182935,21.475928576202136,27.898131035706495,-6.4222024595043585,1045.1618006748295,863.4831883388425,954.3224945068359,-0.013092121402862866,HOLD
2021-11-18,900.9869384765624,921.5,968.0,911.2999877929688,960.0,991855,956.2874938964844,900.6649975585938,,954.5974065894973,46.36887057609127,16.11723881181365,25.541952590927927,-9.424713779114278,1042.3773736338283,870.1976141591407,956.2874938964844,-0.037447095106464046,HOLD
2021-11-22,867.0592041015625,886.7999877929688,928.0,865.9000244140625,921.5,1275312,956.334994506836,902.5659973144532,,948.1405095612565,41.62869695969237,8.967070771212661,22.226976226984878,-13.259905455772216,1042.2702740589843,870.3997149546877,956.334994506836,-0.03765600890616527,HOLD
2021-11-23,869.8458862304688,889.6500244140625,897.0,870.5499877929688,886.5,1728578,955.0374969482422,904.8749975585938,,942.5699871662856,42.15177115279262,3.4902517716128614,18.479631335910476,-14.989379564297614,1044.1197452696965,865.9552486267877,955.0374969482422,0.003213843775738967,HOLD
2021-11-24,859.2862548828125,878.8499755859375,908.3499755859376,872.2999877929688,899.7000122070312,1388942,953.5799957275391,906.9759973144531,,936.5014146348238,40.66466798698934,-1.7020205906774208,14.443300950592896,-16.145321541270317,1046.5614572411494,860.5985342139287,953.5799957275391,-0.012139660014327647,HOLD
2021-11-25,860.4596557617188,880.0499877929688,890.75,867.0999755859375,872.0,1332338,950.5649963378906,909.4009973144531,,931.1250882689329,40.91410089345427,-5.654916532188054,10.423657454036707,-16.07857398622476,1048.8274867740222,852.3025059017592,950.5649963378906,0.0013654346479683444,HOLD
2021-11-26,820.5679321289062,839.25,874.5,825.0,868.0,1555190,945.9749969482422,910.7739978027344,,922.3750798623679,35.456570645035825,-11.942171164637557,5.950491730301854,-17.892662894939413,1055.3974956373243,836.5524982591601,945.9749969482422,-0.046360988988010665,HOLD
2021-11-29,809.5682983398438,828.0,840.0,800.0,825.0,1333300,942.7874969482422,911.812998046875,,913.3869770183329,34.10565956104705,-17.629425692458312,1.2345082457498209,-18.863933938208135,1061.6495704474974,823.9254234489871,942.7874969482422,-0.013404825737265424,HOLD
2021-11-30,814.2125854492188,832.75,855.7000122070312,819.5499877929688,826.0,1902499,939.1599975585938,913.0469982910156,,905.7072649213488,35.227792994931434,-21.50542937445516,-3.3134792782911755,-18.191950096163986,1066.5026258793891,811.8173692377984,939.1599975585938,0.005736714975845381,HOLD
2021-12-01,818.12353515625,836.75,845.7000122070312,820.7999877929688,835.1500244140625,929203,932.7749969482422,914.9619982910157,,899.1399063574108,36.212893081275645,-23.978019958646883,-7.446387414362317,-16.531632544284566,1067.0237087047358,798.5262851917488,932.7749969482422,0.004803362353647644,HOLD
2021-12-02,830.6874389648438,849.5999755859375,854.7999877929688,830.0,844.7000122070312,610249,926.654995727539,917.602998046875,,894.4218177125086,39.40135734019064,-24.616911737598116,-10.880492279009477,-13.736419458588639,1064.3096201008389,789.0003713542392,926.654995727539,0.015357006974529464,HOLD
2021-12-03,836.0160522460938,855.0499877929688,877.7000122070312,850.7999877929688,851.0,1978358,917.6324951171875,920.2089978027344,,890.6721196249334,40.75401357497251,-24.402174559433888,-13.584828735094359,-10.81734582433953,1049.0827974506042,786.1821927837709,917.6324951171875,0.0064147979798052646,HOLD
2021-12-06,823.2565307617188,842.0,877.3499755859375,835.0999755859375,861.9000244140625,1472636,908.1349975585938,922.0349975585938,,886.036679660654,38.53588269884944,-24.99687038840875,-15.867237065757237,-9.129633322651515,1032.4279211536716,783.8420739635161,908.1349975585938,-0.015262251306093821,HOLD
2021-12-07,845.5001220703125,864.75,869.0,847.4000244140625,849.0,957249,901.1024963378907,922.3839978027344,,884.0093768358299,44.23412939121997,-23.363120734318954,-17.366413799469584,-5.996706934849371,1018.3000264950057,783.9049661807757,901.1024963378907,0.027019002375296974,HOLD
2021-12-08,859.823974609375,879.4000244140625,884.9500122070312,870.0,874.0,870463,894.3699981689454,921.3319982910157,,883.5703908908997,47.602878429971256,-20.648208137721326,-18.022772667119934,-2.625435470601392,999.7110027249603,789.0289936129304,894.3699981689454,0.016941340750578293,HOLD
2021-12-09,857.1841430664062,876.7000122070312,886.5999755859375,869.0,881.0,666664,889.1349975585938,919.8899987792969,,882.9160691114837,47.038891148865886,-18.50121823795405,-18.118461781286758,-0.3827564566672912,986.7808213425249,791.4891737746627,889.1349975585938,-0.003070288983480829,HOLD
2021-12-10,885.8319091796875,906.0,909.7999877929688,870.5999755859375,872.0,1159082,886.5724975585938,920.2779992675781,,885.1145387199138,53.480020301921364,-14.270942586697856,-17.34895794236898,3.0780153556711234,979.5100907456012,793.6349043715863,886.5724975585938,0.033420768090567377,HOLD
2021-12-13,868.7705078125,888.5499877929688,914.1500244140624,885.0,904.0,1089715,882.2974975585937,919.3569995117188,,885.4417243459189,49.61021573591306,-12.186015997964546,-16.316369553488094,4.130353555523548,966.170100721832,798.4248943953554,882.2974975585937,-0.01926049912475858,HOLD
2021-12-14,866.3748779296875,886.0999755859375,892.5,868.0,884.8499755859375,530972,878.4574951171875,917.7949987792969,,885.5044149402064,49.07330758571773,-10.609097097404401,-15.174915062271356,4.565817964866955,953.8177590970223,803.0972311373527,878.4574951171875,-0.0027573149971187316,HOLD
2021-12-15,843.8869018554688,863.0999755859375,891.0,860.0,883.0,509026,873.109994506836,916.732998046875,,883.3706588112284,44.23353655661549,-11.087475769644584,-14.357427203746003,3.2699514341014186,935.8325588223793,810.3874301912927,873.109994506836,-0.025956439040404122,HOLD
2021-12-16,845.4512939453125,864.7000122070312,880.75,852.25,872.0,539890,868.4774963378907,915.6769982910156,,881.5925019917811,44.6425544395214,-11.208282625476159,-13.727598288092034,2.5193156626158757,917.9057331584719,819.0492595173095,868.4774963378907,0.0018538253578417319,HOLD
2021-12-17,817.830078125,836.4500122070312,870.0,831.2000122070312,870.0,773519,864.2249969482422,914.6719982910156,,877.2932172503763,39.17877390785188,-13.428763408529562,-13.66783131217954,0.23906790364997832,909.0991583330125,819.3508355634718,864.2249969482422,-0.032670289812874675,HOLD
2021-12-20,782.8760375976562,800.7000122070312,828.9500122070312,770.0,819.5499877929688,1264935,859.9199981689453,913.5319982910156,,869.9986262938673,33.5780743823734,-17.86727384073913,-14.50771981789146,-3.3595540228476715,911.3468102126033,808.4931861252874,859.9199981689453,-0.04274015120840413,HOLD
2021-12-21,800.2308959960938,818.4500122070312,831.9500122070312,801.0999755859375,813.0,809983,856.3599975585937,911.1519982910156,,865.0892344760734,38.294593965194274,-19.72516920682085,-15.551209695677338,-4.173959511143513,908.9071157918527,803.8128793253347,856.3599975585937,0.02216810257199109,HOLD
2021-12-22,829.269775390625,848.1500244140625,852.0,822.3499755859375,828.1500244140625,768534,854.825,909.7589990234375,,863.4759763749296,45.294384476325476,-18.58676523829763,-16.1583208042014,-2.4284444340962317,906.4398784176931,803.210121582307,854.825,0.03628811993898351,HOLD
2021-12-23,847.1134033203125,866.4000244140625,877.9500122070312,848.25,856.5999755859375,992912,854.1425018310547,907.8339990234375,,863.7544571405613,49.11425702359802,-16.027197852835684,-16.132096213928257,0.10489836109257311,904.7564198307208,803.5285838313886,854.1425018310547,0.021517419648260816,HOLD
2021-12-24,823.6965942382812,842.4500122070312,876.0,838.0,864.5,571663,854.3025024414062,905.1249987792969,,861.7254623849869,44.70282596901132,-15.74973494509652,-16.05562396016191,0.30588901506538946,904.7470446145657,803.8579602682468,854.3025024414062,-0.02764313427071796,HOLD
2021-12-27,844.5223999023438,863.75,867.9000244140625,825.6500244140625,835.0999755859375,657427,856.0900024414062,903.0969982910157,,861.9182754911787,49.08301539395918,-13.6537209917866,-15.575243366486848,1.921522374700249,905.195581810227,806.9844230725854,856.0900024414062,0.025283384752013305,HOLD
2021-12-28,845.5001220703125,864.75,883.5999755859375,854.25,865.0,671003,857.6900024414062,901.2649987792969,,862.187963539638,49.28612109468783,-11.776174777748452,-14.815429648739169,3.0392548709907174,905.7229691819435,809.657035700869,857.6900024414062,0.0011577424023154759,HOLD
2021-12-29,846.9669189453125,866.25,875.5,858.75,860.2000122070312,402201,859.1650024414063,899.2519982910156,,862.5748241549105,49.610813942907974,-10.051303245066151,-13.862604368004565,3.8113011229384135,906.3393743512577,811.9906305315549,859.1650024414063,0.0017346053772766545,HOLD
2021-12-30,827.8030395507812,846.6500244140625,870.25,841.0,870.25,486980,859.0175048828125,898.1999987792968,,861.058176560544,45.51059228077838,-10.148894219249541,-13.119862338253562,2.97096811900402,906.3288283712294,811.7061813943957,859.0175048828125,-0.02262623444264067,HOLD
